id,precision,recall,f1_score,agent_refactoring_count,oracle_count
2001,1.0,0.42857142857142855,0.6,3,7
2002,0.5,1.0,0.6666666666666666,4,2
2011,0,0.0,0,0,3
2012,0.6,0.5,0.5454545454545454,5,6
2021,0.045454545454545456,0.3333333333333333,0.08,22,3
2031,1.0,1.0,1.0,3,3
2041,1.0,0.3333333333333333,0.5,1,3
2051,0.8,0.6666666666666666,0.7272727272727272,5,6
2052,1.0,0.6666666666666666,0.8,4,6
2053,0,0.0,0,0,4
2054,0,0.0,0,0,4
2061,0.5,0.1111111111111111,0.1818181818181818,2,9
2062,1.0,0.1111111111111111,0.19999999999999998,1,9
2063,0.5,0.5714285714285714,0.5333333333333333,8,7
2064,0.125,0.5,0.2,8,2
2065,0.2,1.0,0.33333333333333337,10,2
2081,1.0,0.16666666666666666,0.2857142857142857,1,6
2091,0.0,0.0,0,2,7
2101,1.0,0.08,0.14814814814814814,2,25
2111,1.0,1.0,1.0,3,3
2112,0.6666666666666666,1.0,0.8,3,2
2121,0.6666666666666666,0.09090909090909091,0.16,3,22
2122,0,0.0,0,0,17
2131,0.5,0.16666666666666666,0.25,2,6
2132,0.0,0.0,0,10,4
2133,0.0,0.0,0,5,2
2141,1.0,0.2857142857142857,0.4444444444444445,6,21
2151,0.625,0.5555555555555556,0.5882352941176471,8,9
2161,1.0,0.8333333333333334,0.9090909090909091,5,6
2162,1.0,1.0,1.0,2,2
2171,0.7142857142857143,1.0,0.8333333333333333,7,5
2172,1.0,0.4,0.5714285714285715,2,5
2181,0.9333333333333333,1.0,0.9655172413793104,15,14
2191,0.1111111111111111,0.3333333333333333,0.16666666666666666,9,3
2192,0.5,1.0,0.6666666666666666,4,2
2201,0.0392156862745098,0.16666666666666666,0.06349206349206349,51,12
2211,0.6842105263157895,0.4642857142857143,0.5531914893617021,19,28
2221,0.0,0.0,0,1,8
2271,0.6909090909090909,0.9047619047619048,0.7835051546391754,55,42
2281,0.5,0.05555555555555555,0.09999999999999999,2,18
2301,1.0,0.8202247191011236,0.9012345679012346,73,89
2302,1.0,0.7613636363636364,0.8645161290322582,67,88
